source_id,source_name,source_granularity,current_g1_target_id,current_g1_target_name,current_relation,current_classification,historical_status,historical_conflict_exists,historical_conflict_source_id,historical_conflict_source_name,historical_conflict_target_id,historical_conflict_target_name,historical_conflict_target_granularity,historical_conflict_relation_type,historical_conflict_decision,historical_conflict_source_file,conflict_level,same_source,same_target,same_relation_pair,conflict_affects_current_g1_relation,resolution,resolution_reason,family
NGIQ-BR-00000351,CM.Ce (Amygdala) left,G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000253,Left Amygdala,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000351,CM.Ce (Amygdala) left,,,NONE,SHARED_SPATIAL_EVIDENCE_ONLY,SHARED_SPATIAL_EVIDENCE_ONLY,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=SHARED_SPATIAL_EVIDENCE_ONLY，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,amygdala
NGIQ-BR-00000352,CM.Me (Amygdala) left,G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000253,Left Amygdala,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000352,CM.Me (Amygdala) left,,,NONE,SHARED_SPATIAL_EVIDENCE_ONLY,SHARED_SPATIAL_EVIDENCE_ONLY,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=SHARED_SPATIAL_EVIDENCE_ONLY，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,amygdala
NGIQ-BR-00000353,LB.Bl (Amygdala) right,G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000261,Right Amygdala,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000353,LB.Bl (Amygdala) right,,,NONE,SHARED_SPATIAL_EVIDENCE_ONLY,SHARED_SPATIAL_EVIDENCE_ONLY,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=SHARED_SPATIAL_EVIDENCE_ONLY，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,amygdala
NGIQ-BR-00000354,LB.Bm (Amygdala) right,G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000261,Right Amygdala,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000354,LB.Bm (Amygdala) right,,,NONE,SHARED_SPATIAL_EVIDENCE_ONLY,SHARED_SPATIAL_EVIDENCE_ONLY,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=SHARED_SPATIAL_EVIDENCE_ONLY，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,amygdala
NGIQ-BR-00000355,LB.Pl (Amygdala) right,G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000261,Right Amygdala,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000355,LB.Pl (Amygdala) right,,,NONE,SHARED_SPATIAL_EVIDENCE_ONLY,SHARED_SPATIAL_EVIDENCE_ONLY,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=SHARED_SPATIAL_EVIDENCE_ONLY，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,amygdala
NGIQ-BR-00000356,LB.La (Amygdala) right,G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000261,Right Amygdala,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000356,LB.La (Amygdala) right,,,NONE,SHARED_SPATIAL_EVIDENCE_ONLY,SHARED_SPATIAL_EVIDENCE_ONLY,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=SHARED_SPATIAL_EVIDENCE_ONLY，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,amygdala
NGIQ-BR-00000357,LB.Bl (Amygdala) left,G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000253,Left Amygdala,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000357,LB.Bl (Amygdala) left,,,NONE,SHARED_SPATIAL_EVIDENCE_ONLY,SHARED_SPATIAL_EVIDENCE_ONLY,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=SHARED_SPATIAL_EVIDENCE_ONLY，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,amygdala
NGIQ-BR-00000358,LB.Bm (Amygdala) left,G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000253,Left Amygdala,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000358,LB.Bm (Amygdala) left,,,NONE,SHARED_SPATIAL_EVIDENCE_ONLY,SHARED_SPATIAL_EVIDENCE_ONLY,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=SHARED_SPATIAL_EVIDENCE_ONLY，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,amygdala
NGIQ-BR-00000359,LB.Pl (Amygdala) left,G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000253,Left Amygdala,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000359,LB.Pl (Amygdala) left,,,NONE,SHARED_SPATIAL_EVIDENCE_ONLY,SHARED_SPATIAL_EVIDENCE_ONLY,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=SHARED_SPATIAL_EVIDENCE_ONLY，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,amygdala
NGIQ-BR-00000360,LB.La (Amygdala) left,G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000253,Left Amygdala,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000360,LB.La (Amygdala) left,,,NONE,SHARED_SPATIAL_EVIDENCE_ONLY,SHARED_SPATIAL_EVIDENCE_ONLY,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=SHARED_SPATIAL_EVIDENCE_ONLY，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,amygdala
NGIQ-BR-00000368,Astr (Amygdala) left,G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000253,Left Amygdala,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000368,Astr (Amygdala) left,,,NONE,CONFLICT_REVIEW,CONFLICT_REVIEW,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=CONFLICT_REVIEW，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,amygdala
NGIQ-BR-00000665,CA3 (Hippocampus) right,G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000260,Right Hippocampus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000665,CA3 (Hippocampus) right,NGIQ-BR-00000220,"Right Hippocampus, Brainnetome 2_2",G3_MESO_FINE,PARTIAL_OVERLAP,PARTIAL_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Right Hippocampus, Brainnetome 2_2），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",hippocampal
NGIQ-BR-00000666,CA3 (Hippocampus) left,G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000252,Left Hippocampus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000666,CA3 (Hippocampus) left,NGIQ-BR-00000219,"Left Hippocampus, Brainnetome 2_2",G3_MESO_FINE,PARTIAL_OVERLAP,PARTIAL_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Left Hippocampus, Brainnetome 2_2），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",hippocampal
NGIQ-BR-00000677,DG (Hippocampus) right,G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000260,Right Hippocampus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000677,DG (Hippocampus) right,NGIQ-BR-00000220,"Right Hippocampus, Brainnetome 2_2",G3_MESO_FINE,APPROVE_DOMINANT_OVERLAP,APPROVE_DOMINANT_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Right Hippocampus, Brainnetome 2_2），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",hippocampal
NGIQ-BR-00000678,DG (Hippocampus) left,G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000252,Left Hippocampus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000678,DG (Hippocampus) left,NGIQ-BR-00000219,"Left Hippocampus, Brainnetome 2_2",G3_MESO_FINE,APPROVE_DOMINANT_OVERLAP,APPROVE_DOMINANT_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Left Hippocampus, Brainnetome 2_2），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",hippocampal
NGIQ-BR-00000679,CA2 (Hippocampus) right,G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000260,Right Hippocampus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000679,CA2 (Hippocampus) right,NGIQ-BR-00000220,"Right Hippocampus, Brainnetome 2_2",G3_MESO_FINE,PARTIAL_OVERLAP,PARTIAL_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Right Hippocampus, Brainnetome 2_2），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",hippocampal
NGIQ-BR-00000680,CA2 (Hippocampus) left,G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000252,Left Hippocampus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000680,CA2 (Hippocampus) left,NGIQ-BR-00000017,"Left Hippocampus, Brainnetome 2_1",G3_MESO_FINE,PARTIAL_OVERLAP,PARTIAL_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Left Hippocampus, Brainnetome 2_1），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",hippocampal
NGIQ-BR-00000683,CA1 (Hippocampus) right,G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000260,Right Hippocampus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000683,CA1 (Hippocampus) right,NGIQ-BR-00000220,"Right Hippocampus, Brainnetome 2_2",G3_MESO_FINE,APPROVE_DOMINANT_OVERLAP,APPROVE_DOMINANT_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Right Hippocampus, Brainnetome 2_2），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",hippocampal
NGIQ-BR-00000684,CA1 (Hippocampus) left,G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000252,Left Hippocampus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000684,CA1 (Hippocampus) left,NGIQ-BR-00000219,"Left Hippocampus, Brainnetome 2_2",G3_MESO_FINE,APPROVE_DOMINANT_OVERLAP,APPROVE_DOMINANT_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Left Hippocampus, Brainnetome 2_2），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",hippocampal
NGIQ-BR-00000715,"MV (Thalamus, medioventral Nucleus) right",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000256,Right Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000715,"MV (Thalamus, medioventral Nucleus) right",,,NONE,CONFLICT_REVIEW,CONFLICT_REVIEW,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=CONFLICT_REVIEW，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,thalamic
NGIQ-BR-00000716,"MV (Thalamus, medioventral Nucleus) left",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000247,Left Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000716,"MV (Thalamus, medioventral Nucleus) left",NGIQ-BR-00000237,"Left Thalamus, Brainnetome 8_4",G3_MESO_FINE,PARTIAL_OVERLAP,PARTIAL_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Left Thalamus, Brainnetome 8_4），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000717,"MD (Thalamus, mediodorsal Nucleus) right",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000256,Right Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000717,"MD (Thalamus, mediodorsal Nucleus) right",NGIQ-BR-00000232,"Right Thalamus, Brainnetome 8_1",G3_MESO_FINE,APPROVE_DOMINANT_OVERLAP,APPROVE_DOMINANT_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Right Thalamus, Brainnetome 8_1），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000718,"MD (Thalamus, mediodorsal Nucleus) left",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000247,Left Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000718,"MD (Thalamus, mediodorsal Nucleus) left",NGIQ-BR-00000020,"Left Thalamus, Brainnetome 8_1",G3_MESO_FINE,APPROVE_DOMINANT_OVERLAP,APPROVE_DOMINANT_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Left Thalamus, Brainnetome 8_1），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
