kind,fine,v3,rank,containment,outside,note
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000031,APPROVE_CONTAINED_IN,1,0.4508,0.54834,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000037,APPROVE_CONTAINED_IN,1,0.34028,0.63397,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000039,APPROVE_CONTAINED_IN,1,0.31992,0.67257,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000043,APPROVE_CONTAINED_IN,1,0.28233,0.71312,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000045,APPROVE_CONTAINED_IN,1,0.42258,0.52233,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000051,APPROVE_CONTAINED_IN,1,0.25201,0.73123,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000061,APPROVE_CONTAINED_IN,1,0.47185,0.51699,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000069,APPROVE_CONTAINED_IN,1,0.46287,0.52793,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000071,APPROVE_CONTAINED_IN,1,0.32115,0.64477,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000073,APPROVE_CONTAINED_IN,1,0.40291,0.56292,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000075,APPROVE_CONTAINED_IN,1,0.38564,0.59353,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000077,APPROVE_CONTAINED_IN,1,0.43813,0.52062,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000079,APPROVE_CONTAINED_IN,1,0.27933,0.70022,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000081,APPROVE_CONTAINED_IN,1,0.41861,0.56147,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000083,APPROVE_CONTAINED_IN,1,0.44526,0.55239,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000089,APPROVE_CONTAINED_IN,1,0.37922,0.61256,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000091,APPROVE_CONTAINED_IN,1,0.46871,0.53129,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000093,APPROVE_CONTAINED_IN,1,0.43798,0.56202,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000095,APPROVE_CONTAINED_IN,1,0.31198,0.65418,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000097,APPROVE_CONTAINED_IN,1,0.27231,0.72354,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000099,APPROVE_CONTAINED_IN,1,0.26089,0.70537,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000101,APPROVE_CONTAINED_IN,1,0.35656,0.63977,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000103,APPROVE_CONTAINED_IN,1,0.29787,0.69989,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000105,APPROVE_CONTAINED_IN,1,0.31859,0.65116,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000107,APPROVE_CONTAINED_IN,1,0.15651,0.69727,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000109,APPROVE_CONTAINED_IN,1,0.19472,0.717,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000111,APPROVE_CONTAINED_IN,1,0.24207,0.68913,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000113,APPROVE_CONTAINED_IN,1,0.42522,0.5739,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000115,APPROVE_CONTAINED_IN,1,0.32217,0.62928,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000117,APPROVE_CONTAINED_IN,1,0.33485,0.6569,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000119,APPROVE_CONTAINED_IN,1,0.2813,0.65646,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000121,APPROVE_CONTAINED_IN,1,0.38024,0.61478,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000123,APPROVE_CONTAINED_IN,1,0.47687,0.48485,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000137,APPROVE_CONTAINED_IN,1,0.25742,0.69847,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000139,APPROVE_CONTAINED_IN,1,0.26119,0.72438,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000141,APPROVE_CONTAINED_IN,1,0.22283,0.71304,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000143,APPROVE_CONTAINED_IN,1,0.18116,0.81228,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000151,APPROVE_CONTAINED_IN,1,0.22516,0.74713,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000153,APPROVE_CONTAINED_IN,1,0.34055,0.64667,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000155,APPROVE_CONTAINED_IN,1,0.22813,0.77187,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000157,APPROVE_CONTAINED_IN,1,0.30566,0.66939,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000159,APPROVE_CONTAINED_IN,1,0.27861,0.69632,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000161,APPROVE_CONTAINED_IN,1,0.32426,0.66937,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000163,APPROVE_CONTAINED_IN,1,0.3048,0.68494,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000165,APPROVE_CONTAINED_IN,1,0.48168,0.51024,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000167,APPROVE_CONTAINED_IN,1,0.31035,0.67312,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000169,APPROVE_CONTAINED_IN,1,0.29878,0.69175,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000171,APPROVE_CONTAINED_IN,1,0.54169,0.41097,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000173,APPROVE_CONTAINED_IN,1,0.57111,0.4221,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000175,APPROVE_CONTAINED_IN,1,0.5658,0.37825,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000177,APPROVE_CONTAINED_IN,1,0.60148,0.36558,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000179,APPROVE_CONTAINED_IN,1,0.48556,0.40468,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000193,APPROVE_CONTAINED_IN,1,0.25503,0.68445,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000199,APPROVE_CONTAINED_IN,1,0.34222,0.65034,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000203,APPROVE_CONTAINED_IN,1,0.20107,0.77059,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000205,APPROVE_CONTAINED_IN,1,0.19458,0.77282,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000207,APPROVE_CONTAINED_IN,1,0.23958,0.75741,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000209,APPROVE_CONTAINED_IN,1,0.22003,0.77262,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000002,APPROVE_CONTAINED_IN,1,0.43989,0.55559,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000008,APPROVE_CONTAINED_IN,1,0.39195,0.60562,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000010,APPROVE_CONTAINED_IN,1,0.2974,0.70116,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000012,APPROVE_CONTAINED_IN,1,0.25888,0.73473,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000014,APPROVE_CONTAINED_IN,1,0.5064,0.45916,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000022,APPROVE_CONTAINED_IN,1,0.33706,0.65327,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000024,APPROVE_CONTAINED_IN,1,0.51379,0.48539,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000026,APPROVE_CONTAINED_IN,1,0.4,0.59391,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000028,APPROVE_CONTAINED_IN,1,0.24359,0.67381,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000030,APPROVE_CONTAINED_IN,1,0.43988,0.55526,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000032,APPROVE_CONTAINED_IN,1,0.41926,0.57893,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000038,APPROVE_CONTAINED_IN,1,0.29951,0.68289,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000040,APPROVE_CONTAINED_IN,1,0.33596,0.6574,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000044,APPROVE_CONTAINED_IN,1,0.35291,0.63737,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000046,APPROVE_CONTAINED_IN,1,0.39366,0.56012,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000052,APPROVE_CONTAINED_IN,1,0.2955,0.70198,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000062,APPROVE_CONTAINED_IN,1,0.4628,0.51134,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000070,APPROVE_CONTAINED_IN,1,0.50142,0.48419,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000072,APPROVE_CONTAINED_IN,1,0.29978,0.65981,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000074,APPROVE_CONTAINED_IN,1,0.39103,0.58609,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000076,APPROVE_CONTAINED_IN,1,0.34435,0.63724,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000078,APPROVE_CONTAINED_IN,1,0.43452,0.54091,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000080,APPROVE_CONTAINED_IN,1,0.28599,0.71225,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000082,APPROVE_CONTAINED_IN,1,0.39484,0.57548,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
HISTORICAL_APPROVED_LOW_DIRECT_CONTAINMENT,NGIQ-BR-00000084,APPROVE_CONTAINED_IN,1,0.39314,0.60539,"historical APPROVE_CONTAINED_IN yet fresh direct containment <0.5 or >20% of the parcel outside the same-side cortical G1 union (descriptive; not a verdict, mapping not modified)"
