candidate_id,source_region_pk,source_entity_id,source_name,source_granularity_level,target_region_pk,target_entity_id,target_name,target_granularity_level,mapping_relation,mapping_method,source_coverage_ratio,target_coverage_ratio,spatial_overlap_ratio,mapping_confidence,scientific_rollup_eligible,proposed_record_status,proposed_review_status,proposed_rollup_eligible,proposed_is_primary_rollup,scientific_source_pk,provenance_json
G3G1-STAGE-571FD4B93C8601B47873,87,NGIQ-BR-00000029,"Left Superior frontal gyrus, Brainnetome 7_6",G3_MESO_FINE,787,NGIQ-BR-00000294,Left Superior Frontal Gyrus,G1_MACRO,contained_in,authoritative_anatomical_mapping,1.0,0.095246,,,TRUE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""SEED_CONTAINMENT_FROZEN"", ""effective_scientific_decision"": ""APPROVE_CONTAINED_IN"", ""decision_origin"": ""SEED_CONTAINMENT_CONFIRMED"", ""brainnetome_parcel_identity"": {""parcel_id"": 11, ""official_code"": ""SFG_L_7_6"", ""modified_name"": ""medial area 9""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 1.0, ""target_coverage_ratio"": 0.095246}, ""bilateral_evidence"": ""n/a"", ""source_frozen_artifact"": ""single_seed_surface_overlap_validation.csv"", ""decision_source_raw"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""decision_source_normalized"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-28F0BCFC40073B97CD62,90,NGIQ-BR-00000030,"Right Superior frontal gyrus, Brainnetome 7_6",G3_MESO_FINE,818,NGIQ-BR-00000325,Right Superior Frontal Gyrus,G1_MACRO,contained_in,authoritative_anatomical_mapping,1.0,0.15112,,,TRUE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""SEED_CONTAINMENT_FROZEN"", ""effective_scientific_decision"": ""APPROVE_CONTAINED_IN"", ""decision_origin"": ""SEED_CONTAINMENT_CONFIRMED"", ""brainnetome_parcel_identity"": {""parcel_id"": 12, ""official_code"": ""SFG_R_7_6"", ""modified_name"": ""medial area 9""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 1.0, ""target_coverage_ratio"": 0.15112}, ""bilateral_evidence"": ""n/a"", ""source_frozen_artifact"": ""single_seed_surface_overlap_validation.csv"", ""decision_source_raw"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""decision_source_normalized"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-B2081FFDD0F0F28A591C,93,NGIQ-BR-00000031,"Left Superior frontal gyrus, Brainnetome 7_7",G3_MESO_FINE,787,NGIQ-BR-00000294,Left Superior Frontal Gyrus,G1_MACRO,contained_in,authoritative_anatomical_mapping,1.0,0.137614,,,TRUE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""SEED_CONTAINMENT_FROZEN"", ""effective_scientific_decision"": ""APPROVE_CONTAINED_IN"", ""decision_origin"": ""SEED_CONTAINMENT_CONFIRMED"", ""brainnetome_parcel_identity"": {""parcel_id"": 13, ""official_code"": ""SFG_L_7_7"", ""modified_name"": ""medial area 10""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 1.0, ""target_coverage_ratio"": 0.137614}, ""bilateral_evidence"": ""n/a"", ""source_frozen_artifact"": ""single_seed_surface_overlap_validation.csv"", ""decision_source_raw"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""decision_source_normalized"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-A6ED8194B5D54C0E3EAD,96,NGIQ-BR-00000032,"Right Superior frontal gyrus, Brainnetome 7_7",G3_MESO_FINE,818,NGIQ-BR-00000325,Right Superior Frontal Gyrus,G1_MACRO,contained_in,authoritative_anatomical_mapping,0.996016,0.126284,,,TRUE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""SEED_CONTAINMENT_FROZEN"", ""effective_scientific_decision"": ""APPROVE_CONTAINED_IN"", ""decision_origin"": ""SEED_CONTAINMENT_CONFIRMED"", ""brainnetome_parcel_identity"": {""parcel_id"": 14, ""official_code"": ""SFG_R_7_7"", ""modified_name"": ""medial area 10""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.996016, ""target_coverage_ratio"": 0.126284}, ""bilateral_evidence"": ""n/a"", ""source_frozen_artifact"": ""single_seed_surface_overlap_validation.csv"", ""decision_source_raw"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""decision_source_normalized"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-E5B98FF9FD43C2B54768,99,NGIQ-BR-00000033,"Left Middle frontal gyrus, Brainnetome 7_1",G3_MESO_FINE,786,NGIQ-BR-00000293,Left Rostral Middle Frontal Cortex,G1_MACRO,dominant_overlap,hybrid,0.953149,0.252796,,,FALSE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1"", ""effective_scientific_decision"": ""APPROVE_DOMINANT_OVERLAP"", ""decision_origin"": ""FREEZE"", ""brainnetome_parcel_identity"": {""parcel_id"": 15, ""official_code"": ""MFG_L_7_1"", ""modified_name"": ""dorsal area 9/46""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 + surface overlap + bilateral evidence"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.953149, ""target_coverage_ratio"": 0.252796}, ""bilateral_evidence"": ""per-pair scientific adjudication (ChatGPT-assisted) preserved"", ""source_frozen_artifact"": ""g3_to_g1_final_scientific_decisions.csv"", ""decision_source_raw"": ""ChatGPT human scientific review"", ""decision_source_normalized"": ""ChatGPT-assisted scientific review"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-3C58C172620C87748043,102,NGIQ-BR-00000034,"Right Middle frontal gyrus, Brainnetome 7_1",G3_MESO_FINE,817,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,G1_MACRO,dominant_overlap,hybrid,0.820144,0.20295,,,FALSE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1"", ""effective_scientific_decision"": ""APPROVE_DOMINANT_OVERLAP"", ""decision_origin"": ""FREEZE"", ""brainnetome_parcel_identity"": {""parcel_id"": 16, ""official_code"": ""MFG_R_7_1"", ""modified_name"": ""dorsal area 9/46""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 + surface overlap + bilateral evidence"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.820144, ""target_coverage_ratio"": 0.20295}, ""bilateral_evidence"": ""per-pair scientific adjudication (ChatGPT-assisted) preserved"", ""source_frozen_artifact"": ""g3_to_g1_final_scientific_decisions.csv"", ""decision_source_raw"": ""ChatGPT human scientific review"", ""decision_source_normalized"": ""ChatGPT-assisted scientific review"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-72E76FDE05B74AA2206C,105,NGIQ-BR-00000035,"Left Middle frontal gyrus, Brainnetome 7_2",G3_MESO_FINE,763,NGIQ-BR-00000270,Left Caudal Middle Frontal Gyrus,G1_MACRO,dominant_overlap,hybrid,0.767627,0.335118,,,FALSE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1"", ""effective_scientific_decision"": ""APPROVE_DOMINANT_OVERLAP"", ""decision_origin"": ""FREEZE"", ""brainnetome_parcel_identity"": {""parcel_id"": 17, ""official_code"": ""MFG_L_7_2"", ""modified_name"": ""inferior frontal junction""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 + surface overlap + bilateral evidence"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.767627, ""target_coverage_ratio"": 0.335118}, ""bilateral_evidence"": ""per-pair scientific adjudication (ChatGPT-assisted) preserved"", ""source_frozen_artifact"": ""g3_to_g1_final_scientific_decisions.csv"", ""decision_source_raw"": ""ChatGPT human scientific review"", ""decision_source_normalized"": ""ChatGPT-assisted scientific review"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-C1C6FBF5045714DD1839,108,NGIQ-BR-00000036,"Right Middle frontal gyrus, Brainnetome 7_2",G3_MESO_FINE,794,NGIQ-BR-00000301,Right Caudal Middle Frontal Gyrus,G1_MACRO,dominant_overlap,hybrid,0.942857,0.387235,,,FALSE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1"", ""effective_scientific_decision"": ""APPROVE_DOMINANT_OVERLAP"", ""decision_origin"": ""FREEZE"", ""brainnetome_parcel_identity"": {""parcel_id"": 18, ""official_code"": ""MFG_R_7_2"", ""modified_name"": ""inferior frontal junction""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 + surface overlap + bilateral evidence"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.942857, ""target_coverage_ratio"": 0.387235}, ""bilateral_evidence"": ""per-pair scientific adjudication (ChatGPT-assisted) preserved"", ""source_frozen_artifact"": ""g3_to_g1_final_scientific_decisions.csv"", ""decision_source_raw"": ""ChatGPT human scientific review"", ""decision_source_normalized"": ""ChatGPT-assisted scientific review"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-C7CB33E9DBC2EEDEB143,111,NGIQ-BR-00000037,"Left Middle frontal gyrus, Brainnetome 7_3",G3_MESO_FINE,786,NGIQ-BR-00000293,Left Rostral Middle Frontal Cortex,G1_MACRO,contained_in,hybrid,0.993798,0.176998,,,TRUE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1"", ""effective_scientific_decision"": ""APPROVE_CONTAINED_IN"", ""decision_origin"": ""FREEZE"", ""brainnetome_parcel_identity"": {""parcel_id"": 19, ""official_code"": ""MFG_L_7_3"", ""modified_name"": ""area 46""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 + surface overlap + bilateral evidence"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.993798, ""target_coverage_ratio"": 0.176998}, ""bilateral_evidence"": ""per-pair scientific adjudication (ChatGPT-assisted) preserved"", ""source_frozen_artifact"": ""g3_to_g1_final_scientific_decisions.csv"", ""decision_source_raw"": ""ChatGPT human scientific review"", ""decision_source_normalized"": ""ChatGPT-assisted scientific review"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-7A411A063BF00F98218B,114,NGIQ-BR-00000038,"Right Middle frontal gyrus, Brainnetome 7_3",G3_MESO_FINE,817,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,G1_MACRO,contained_in,hybrid,1.0,0.204603,,,TRUE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1"", ""effective_scientific_decision"": ""APPROVE_CONTAINED_IN"", ""decision_origin"": ""FREEZE"", ""brainnetome_parcel_identity"": {""parcel_id"": 20, ""official_code"": ""MFG_R_7_3"", ""modified_name"": ""area 46""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 + surface overlap + bilateral evidence"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 1.0, ""target_coverage_ratio"": 0.204603}, ""bilateral_evidence"": ""per-pair scientific adjudication (ChatGPT-assisted) preserved"", ""source_frozen_artifact"": ""g3_to_g1_final_scientific_decisions.csv"", ""decision_source_raw"": ""ChatGPT human scientific review"", ""decision_source_normalized"": ""ChatGPT-assisted scientific review"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-F7DBD87A59B61D8D61BE,117,NGIQ-BR-00000039,"Left Middle frontal gyrus, Brainnetome 7_4",G3_MESO_FINE,786,NGIQ-BR-00000293,Left Rostral Middle Frontal Cortex,G1_MACRO,contained_in,hybrid,1.0,0.231534,,,TRUE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1"", ""effective_scientific_decision"": ""APPROVE_CONTAINED_IN"", ""decision_origin"": ""FREEZE"", ""brainnetome_parcel_identity"": {""parcel_id"": 21, ""official_code"": ""MFG_L_7_4"", ""modified_name"": ""ventral area 9/46""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 + surface overlap + bilateral evidence"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 1.0, ""target_coverage_ratio"": 0.231534}, ""bilateral_evidence"": ""per-pair scientific adjudication (ChatGPT-assisted) preserved"", ""source_frozen_artifact"": ""g3_to_g1_final_scientific_decisions.csv"", ""decision_source_raw"": ""ChatGPT human scientific review"", ""decision_source_normalized"": ""ChatGPT-assisted scientific review"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-C6CB348F53DA7CCD86DB,120,NGIQ-BR-00000040,"Right Middle frontal gyrus, Brainnetome 7_4",G3_MESO_FINE,817,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,G1_MACRO,contained_in,hybrid,0.975517,0.228001,,,TRUE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1"", ""effective_scientific_decision"": ""APPROVE_CONTAINED_IN"", ""decision_origin"": ""FREEZE"", ""brainnetome_parcel_identity"": {""parcel_id"": 22, ""official_code"": ""MFG_R_7_4"", ""modified_name"": ""ventral area 9/46""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 + surface overlap + bilateral evidence"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.975517, ""target_coverage_ratio"": 0.228001}, ""bilateral_evidence"": ""per-pair scientific adjudication (ChatGPT-assisted) preserved"", ""source_frozen_artifact"": ""g3_to_g1_final_scientific_decisions.csv"", ""decision_source_raw"": ""ChatGPT human scientific review"", ""decision_source_normalized"": ""ChatGPT-assisted scientific review"", ""human_reviewed"": false, ""expert_approved"": false}"
